Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,km/year,Brand,Model
Kochi,2011,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,262000.0,13,1985.0,Maruti,Zen Estilo 1.1 LX BSIII
Kochi,2015,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,490000.00000000006,9,9178.111111111111,Renault,Duster Petrol RxL
Chennai,2006,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,265000.0,18,6111.111111111111,Honda,Civic 2006-2010 1.8 S MT
Delhi,2012,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,599000.0,12,7333.333333333333,Mahindra,XUV500 W8 2WD
Chennai,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,240000.0,13,8461.538461538461,Mahindra,Verito 1.5 D6 BSIV
Delhi,2017,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,425000.0,7,2142.8571428571427,Renault,KWID Climber 1.0 MT
Pune,2008,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,270000.0,16,9375.0,Maruti,Swift DDiS VDI
Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,299000.0,8,2375.0,Datsun,GO T Option
Chennai,2011,37442,Petrol,Manual,First,18.5,1197.0,80.0,5.0,340000.0,13,2880.153846153846,Hyundai,i20 1.2 Magna
Mumbai,2012,88000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,585000.0,12,7333.333333333333,Maruti,Ertiga ZDI
Jaipur,2014,42355,Petrol,Manual,First,18.9,1197.0,82.0,5.0,400000.0,10,4235.5,Hyundai,Grand i10 Magna
Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,1412000.0,13,5836.2307692307695,BMW,3 Series 330i
Mumbai,2011,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,455000.0,13,5000.0,Chevrolet,Cruze LTZ
Jaipur,2011,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,290000.0,13,6094.7692307692305,Maruti,Ritz LDi
Pune,2007,220000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,600000.0,17,12941.176470588236,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT
Kochi,2016,28470,Petrol,Manual,First,18.6,1197.0,81.83,5.0,695000.0,8,3558.75,Hyundai,i20 1.2 Magna Executive
Kolkata,2014,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,275000.0,10,975.9,Hyundai,EON 1.0 Kappa Magna Plus Optional
Pune,2014,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,509999.99999999994,10,7521.6,Maruti,Swift VDI
Chennai,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,675000.0,7,1142.857142857143,Hyundai,i20 Sportz 1.2
Mumbai,2014,59451,Petrol,Manual,First,18.5,1197.0,85.8,5.0,369000.0,10,5945.1,Maruti,Ritz ZXi
Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,545000.0,11,4908.727272727273,Maruti,Swift VDI
Kochi,2018,15135,Petrol,Manual,First,17.5,1199.0,88.7,5.0,928999.9999999999,6,2522.5,Honda,WRV i-VTEC VX
Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,400000.0,9,5888.888888888889,Hyundai,Xcent 1.2 Kappa AT S Option
Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,290000.0,11,3636.3636363636365,Honda,Amaze E i-Vtech
Pune,2013,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,525000.0,11,1918.8181818181818,Hyundai,Verna 1.6 SX VTVT (O)
Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,575000.0,10,5600.0,Honda,City V MT
Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1312000.0,7,2803.285714285714,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Kochi,2014,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,783000.0,10,7096.3,Mahindra,XUV500 W8 2WD
Mumbai,2013,25755,CNG,Manual,First,26.6,998.0,58.16,5.0,315000.0,11,2341.3636363636365,Maruti,Wagon R LXI CNG
Mumbai,2013,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1040000.0,11,4677.272727272727,Toyota,Innova 2.5 V Diesel 7-seater
Pune,2012,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,434999.99999999994,12,6250.0,Maruti,Swift VDI
Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,523000.00000000006,7,5404.571428571428,Maruti,Wagon R VXI AMT
Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,601000.0,8,5380.125,Hyundai,Grand i10 1.2 Kappa Asta
Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,440000.00000000006,10,9723.6,Honda,Amaze VX i-DTEC
Chennai,2010,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1275000.0,14,5928.571428571428,BMW,3 Series 320d Highline
Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,240000.0,13,5000.0,Ford,Figo Petrol Titanium
Kochi,2018,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,571000.0,6,7667.833333333333,Volkswagen,Ameo 1.2 MPI Trendline
Kochi,2015,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,549000.0,9,7325.0,Ford,Ecosport 1.5 DV5 MT Trend
Pune,2004,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,130000.0,20,3675.0,Honda,City 1.3 EXI
Kolkata,2014,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,850000.0,10,5500.0,Mahindra,XUV500 W6 2WD
Delhi,2012,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1299000.0,12,9583.333333333334,Toyota,Fortuner 4x2 Manual
Kolkata,2017,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,500000.0,7,4454.857142857143,Hyundai,Grand i10 1.2 Kappa Magna
Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,900000.0,7,5963.857142857143,Maruti,Dzire AMT ZDI Plus
Kochi,2016,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,522000.0,8,4767.875,Maruti,Swift VDI
Pune,2012,19030,Petrol,Manual,First,16.47,1198.0,73.9,5.0,380000.0,12,1585.8333333333333,Volkswagen,Polo Petrol Highline 1.2L
Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197.0,78.9,5.0,727000.0,5,4175.4,Toyota,Etios Liva 1.2 VX Dual Tone
Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,509999.99999999994,8,2944.375,Maruti,Swift VXI
Pune,2013,61000,Petrol,Manual,First,18.9,998.0,67.1,5.0,290000.0,11,5545.454545454545,Maruti,Wagon R VXI
Kochi,2012,4187,Petrol,Manual,First,26.0,624.0,35.0,4.0,138000.0,12,348.9166666666667,Tata,Nano Lx BSIV
Bangalore,2011,46000,Petrol,Manual,First,13.4,1798.0,157.8,5.0,550000.0,13,3538.4615384615386,Skoda,Laura 1.8 TSI Ambiente
Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,725000.0,8,3500.0,Volkswagen,Polo GT TSI
Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,698000.0,10,8355.8,Hyundai,Verna 1.6 SX
Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0,7,5714.285714285715,Tata,Bolt Quadrajet XE
Kolkata,2013,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,195000.0,11,3272.7272727272725,Hyundai,EON D Lite Plus
Kochi,2013,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,831000.0,11,5651.090909090909,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,550000.0,9,6444.444444444444,Hyundai,Xcent 1.1 CRDi S
Kochi,2011,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,589000.0,13,4794.7692307692305,Honda,Accord 2.4 AT
Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,795000.0,8,6358.375,Volkswagen,Vento 1.5 TDI Highline
Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,275000.0,14,5214.285714285715,Hyundai,i20 Sportz Petrol
Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,625000.0,12,8167.333333333333,Hyundai,Elantra CRDi SX
Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,495000.0,9,4000.0,Ford,Figo Diesel Titanium
Kochi,2019,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0,5,5467.8,Hyundai,i20 1.2 Magna Executive
Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,865000.0,7,3571.4285714285716,Hyundai,Verna 1.6 CRDi SX
Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,350000.0,10,3700.0,Hyundai,Grand i10 Asta
Kolkata,2015,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,445000.0,9,3000.0,Maruti,Swift Dzire ZXi
Kolkata,2012,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,265000.0,12,3083.3333333333335,Hyundai,i20 Magna
Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,470000.0,7,1500.0,Mahindra,KUV 100 mFALCON D75 K4 Plus 5str
Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,890000.0,10,4900.0,Hyundai,Elantra 1.6 SX Option AT
Mumbai,2017,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1745000.0,7,1000.0,Jeep,Compass 2.0 Limited Option Black
Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,958000.0,7,10179.42857142857,Maruti,Vitara Brezza VDi Option
Kochi,2012,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,622000.0,12,6932.0,Toyota,Corolla Altis 1.8 GL
Kolkata,2013,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,780000.0,11,7934.909090909091,Mahindra,XUV500 W8 2WD
Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,700000.0,9,3222.222222222222,Hyundai,i20 Magna 1.4 CRDi
Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,650000.0,11,5818.181818181818,Chevrolet,Cruze LTZ
Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,270000.0,13,6307.692307692308,Hyundai,i20 1.2 Magna
Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,250000.0,12,5833.333333333333,Honda,Brio S MT
Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,390000.0,11,15108.545454545454,Nissan,Evalia 2013 XL
Delhi,2015,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,395000.0,9,6444.444444444444,Volkswagen,Polo Petrol Trendline 1.2L
Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,210000.0,14,5500.0,Hyundai,i10 Sportz 1.2
Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,350000.0,15,4880.266666666666,Chevrolet,Cruze LTZ AT
Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0,17,4117.64705882353,Hyundai,i10 Era
Delhi,2014,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,535000.0,10,7987.0,Maruti,Ertiga VDI
Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,380000.0,11,8181.818181818182,Honda,Amaze S i-Dtech
Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,1725000.0,8,2125.0,Mercedes-Benz,A Class A180 Sport
Kochi,2018,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,553000.0,6,7748.833333333333,Hyundai,Grand i10 1.2 Kappa Magna
Pune,2009,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,195000.0,15,4533.333333333333,Hyundai,i10 Sportz 1.2
Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,819999.9999999999,7,285.7142857142857,Maruti,Swift DDiS ZDI Plus
Pune,1999,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,90000.0,25,5600.0,Honda,City 1.3 EXI
Pune,2013,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7.0,650000.0,11,23181.81818181818,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,1941000.0,10,4553.5,Mini,Cooper Countryman D High
Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,658000.0,8,4903.5,Fiat,Linea T-Jet Active
Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,210000.0,13,4384.615384615385,Chevrolet,Aveo 1.4 LT
Chennai,2008,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,200000.0,16,5340.3125,Hyundai,i10 Era 1.1
Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,370000.0,9,6000.0,Hyundai,Xcent 1.1 CRDi Base
Mumbai,2014,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,380000.0,10,5300.0,Maruti,Celerio VXI AT
Jaipur,2014,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,325000.0,10,6000.0,Hyundai,i10 Sportz
Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,553000.0,9,7296.444444444444,Renault,Duster 85PS Diesel RxL
Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,1090000.0,13,7692.307692307692,BMW,3 Series 320d
Kolkata,2018,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,509999.99999999994,6,300.0,Hyundai,Grand i10 Sportz
Pune,2009,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,160000.0,15,2946.6666666666665,Chevrolet,Spark 1.0 LS
Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1125000.0,6,2333.3333333333335,Honda,City i VTEC VX Option
Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1440000.0,12,6083.333333333333,Toyota,Fortuner 4x2 4 Speed AT
Delhi,2011,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,360000.0,13,5230.7692307692305,Honda,City 1.5 S MT
Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,360000.0,10,3280.5,Maruti,Ritz LDi
Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,712000.0,8,5597.75,Volkswagen,Vento 1.5 TDI Highline AT
Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,752000.0,8,6962.5,Honda,City i DTEC SV
Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1035000.0,12,5000.0,Audi,A4 New 2.0 TDI Multitronic
Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,700000.0,10,5600.0,Skoda,Rapid 1.6 MPI Elegance
Delhi,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1085000.0,13,4615.384615384615,Toyota,Fortuner 3.0 Diesel
Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,235000.0,14,5611.642857142857,Chevrolet,Optra Magnum 2.0 LT BS3
Mumbai,2014,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,290000.0,10,3466.9,Maruti,Eeco 7 Seater Standard
Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,765000.0,7,2428.5714285714284,Maruti,Ciaz ZXi
Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,640000.0,8,8250.0,Maruti,Ciaz VDi Plus SHVS
Pune,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1010000.0,10,10241.8,Toyota,Innova 2.5 LE 2014 Diesel 7 Seater
Kolkata,2014,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,425000.0,10,4880.0,Maruti,Swift Dzire VXI
Kochi,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964999.9999999998,5,2120.2,Toyota,Innova Crysta 2.8 GX AT
Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,440000.00000000006,7,1171.4285714285713,Tata,Indica V2 eLX
Jaipur,2012,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,325000.0,12,8333.333333333334,Hyundai,i20 Magna
Pune,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0,12,6500.0,Ford,Fiesta 1.4 Duratorq ZXI
Kolkata,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,430000.0,9,5555.555555555556,Chevrolet,Enjoy 1.3 TCDi LS 8
Chennai,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,155000.0,18,4962.611111111111,Ford,Fiesta 1.4 Duratorq EXI
Chennai,2007,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,470000.0,17,5764.705882352941,Honda,CR-V 2.4 MT
Kochi,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,707000.0,7,3528.5714285714284,Honda,Jazz 1.2 VX i VTEC
Delhi,2018,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,575000.0,6,1572.3333333333333,Hyundai,Grand i10 1.2 Kappa Sportz
Mumbai,2012,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,325000.0,12,2416.6666666666665,Maruti,Ritz VXi
Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,889000.0,7,3205.714285714286,Volkswagen,Ameo 1.5 TDI Highline AT
Mumbai,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,590000.0,9,8118.888888888889,Honda,City i VTEC SV
Kolkata,2016,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,495000.0,8,2721.375,Honda,Jazz 1.2 S i VTEC
Delhi,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,375000.0,10,6200.0,Maruti,Swift Ldi BSIV
Kochi,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1097000.0,7,5289.142857142857,Hyundai,Creta 1.6 CRDi AT SX Plus
Kolkata,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,197000.0,10,2600.8,Hyundai,EON D Lite Plus
Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,140000.0,14,6428.571428571428,Ford,Figo Diesel EXI
Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,727000.0,6,5928.166666666667,Volkswagen,Ameo 1.2 MPI Highline
Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,400000.0,11,3636.3636363636365,Renault,Scala Diesel RxL
Kolkata,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,475000.0,9,5000.0,Honda,Jazz 1.2 V i VTEC
Delhi,2015,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,509999.99999999994,9,4666.666666666667,Hyundai,i20 1.2 Sportz
Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,1611000.0,12,3909.4166666666665,Audi,A4 3.0 TDI Quattro Premium
Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,1055000.0,10,6200.0,Mahindra,Ssangyong Rexton RX7
Kolkata,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,160000.0,22,3136.3636363636365,Skoda,Octavia Classic 1.9 TDI MT
Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,1848999.9999999998,12,3447.25,Mercedes-Benz,New C-Class 250 CDI Classic
Kochi,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,996000.0000000001,6,2663.6666666666665,Maruti,Ciaz 1.4 Zeta
Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,475000.0,11,9054.09090909091,Maruti,Swift ZDi
Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,365000.0,22,2863.6363636363635,Toyota,Qualis FS B3
Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,1550000.0,12,4083.3333333333335,BMW,5 Series 2007-2010 525d Sedan
Kochi,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,1182000.0,11,4388.363636363636,Mitsubishi,Pajero 2.8 SFX BSIII Dual Tone
Delhi,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,204999.99999999997,16,3937.5,Toyota,Corolla H2
Ahmedabad,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,330000.0,8,9625.0,Maruti,Wagon R LXI CNG
Mumbai,2013,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,225000.0,11,1066.7272727272727,Maruti,Omni E MPI STD BS IV
Chennai,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,495000.0,7,6571.428571428572,Hyundai,Xcent 1.2 Kappa S Option CNG
Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,748000.0,8,5681.125,Honda,Jazz 1.5 S i DTEC
Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,550000.0,20,4250.0,Mercedes-Benz,E-Class 200 Kompressor Elegance
Kochi,2013,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,1319000.0,11,4120.909090909091,Audi,A4 2.0 TDI
Mumbai,2012,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,385000.0,12,7333.333333333333,Maruti,Swift Dzire VXI
Delhi,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,575000.0,8,5672.0,Maruti,Dzire VDI
Pune,2014,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,900000.0,10,8100.0,Mahindra,XUV500 W8 4WD
Kochi,2012,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,221000.0,12,6948.416666666667,Chevrolet,Beat LT
Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,809000.0,7,11218.0,Ford,EcoSport 1.5 Diesel Titanium Plus
Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,260000.0,15,1400.0,Hyundai,i10 Magna AT
Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1200000.0,8,6887.5,Hyundai,Creta 1.6 CRDi AT SX Plus
Chennai,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1800000.0,10,7000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,999000.0,17,3235.294117647059,Mercedes-Benz,S Class 2005 2013 S 350 L
Kolkata,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,245000.00000000003,12,4852.916666666667,Hyundai,i10 Magna
Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,899000.0,7,3714.285714285714,Ford,EcoSport 1.5 Diesel Titanium
Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,315000.0,13,2692.3076923076924,Volkswagen,Vento Diesel Highline
Jaipur,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,819999.9999999999,7,3428.5714285714284,Maruti,Dzire ZDI Plus
Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1150000.0,8,12250.0,Mahindra,Scorpio 1.99 S10
Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,730000.0,8,5560.875,Hyundai,i20 Asta 1.4 CRDi
Chennai,2008,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,159000.0,16,4062.5,Maruti,Alto LXi
Delhi,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,315000.0,9,3883.4444444444443,Hyundai,i10 Magna
Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,850000.0,9,5819.222222222223,Mahindra,Scorpio S6 7 Seater
Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,300000.0,14,4734.642857142857,Skoda,Fabia 1.2L Diesel Classic
Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,775000.0,8,5375.0,Honda,Jazz 1.5 S i DTEC
Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1375000.0,8,5125.0,Mahindra,XUV500 AT W10 FWD
Kochi,2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,828999.9999999999,7,5632.857142857143,Honda,City i VTEC CVT SV
Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,579000.0,10,8327.4,Maruti,Swift VDI
Mumbai,2011,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,380000.0,13,3846.076923076923,Honda,City 1.5 S MT
Bangalore,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,445000.0,10,6600.0,Tata,Sumo EX
Delhi,2012,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,330000.0,12,4500.0,Hyundai,i20 Magna
Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,175000.0,15,5333.333333333333,Fiat,Linea 1.3 Dynamic
Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,550000.0,13,5538.461538461538,Honda,Civic 2006-2010 1.8 V AT
Pune,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1335000.0,7,6409.285714285715,Hyundai,Creta 1.6 SX Plus Diesel
Delhi,2013,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,525000.0,11,5225.272727272727,Hyundai,Verna VTVT 1.6 SX Option
Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,375000.0,13,5769.2307692307695,Hyundai,i20 1.4 CRDi Magna
Kochi,2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,632000.0,9,5624.888888888889,Honda,Mobilio S i DTEC
Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,775000.0,6,12500.0,Hyundai,Verna 1.6 SX CRDI (O) AT
Chennai,2006,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,137000.0,18,4833.333333333333,Ford,Fiesta 1.6 ZXI Duratec
Mumbai,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,210000.0,14,4428.571428571428,Hyundai,i10 Sportz 1.2
Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,930000.0000000001,8,5171.5,Maruti,Vitara Brezza ZDi
Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1200000.0,9,7777.777777777777,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Hyderabad,2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,180000.0,18,3999.6111111111113,Maruti,Alto LXi BSIII
